row_id,lapse_probability,retention_segment,recommended_action
1966,0.28530785,Stable,No Action
1967,0.26728475,Stable,No Action
1968,0.23983322,Stable,No Action
1969,0.3435692,Stable,No Action
1970,0.666873,Watch,Loyalty Email
1971,0.32133284,Stable,No Action
1972,0.332493,Stable,No Action
1973,0.29812273,Stable,No Action
1974,0.5515214,Watch,Loyalty Email
1975,0.20296994,Stable,No Action
1976,0.15700445,Stable,No Action
1977,0.5958978,Watch,Loyalty Email
1978,0.20245962,Stable,No Action
1979,0.26797566,Stable,No Action
1980,0.34986028,Stable,No Action
1981,0.18831596,Stable,No Action
1982,0.19837834,Stable,No Action
1983,0.24498495,Stable,No Action
1984,0.20298377,Stable,No Action
1985,0.3434324,Stable,No Action
1986,0.1830563,Stable,No Action
1987,0.2055503,Stable,No Action
1988,0.44338006,Watch,Loyalty Email
1989,0.29251435,Stable,No Action
1990,0.1722871,Stable,No Action
1991,0.30244842,Stable,No Action
1992,0.1743738,Stable,No Action
1993,0.31222126,Stable,No Action
1994,0.28309858,Stable,No Action
1995,0.7353759,At-Risk,Agent Call + Discount
1996,0.66698605,Watch,Loyalty Email
1997,0.31567755,Stable,No Action
1998,0.30155125,Stable,No Action
1999,0.36566702,Stable,No Action
2000,0.19649906,Stable,No Action
2001,0.26898414,Stable,No Action
2002,0.5488697,Watch,Loyalty Email
2003,0.20910858,Stable,No Action
2004,0.2827706,Stable,No Action
2005,0.61949444,Watch,Loyalty Email
2006,0.6503915,Watch,Loyalty Email
2007,0.29257095,Stable,No Action
2008,0.39148867,Stable,No Action
2009,0.3457175,Stable,No Action
2010,0.16250391,Stable,No Action
2011,0.23849504,Stable,No Action
2012,0.6376952,Watch,Loyalty Email
2013,0.63872725,Watch,Loyalty Email
2014,0.41570422,Watch,Loyalty Email
2015,0.17962366,Stable,No Action
2016,0.61589414,Watch,Loyalty Email
2017,0.1646782,Stable,No Action
2018,0.23754673,Stable,No Action
2019,0.12792493,Stable,No Action
2020,0.5801955,Watch,Loyalty Email
2021,0.16906549,Stable,No Action
2022,0.4164851,Watch,Loyalty Email
2023,0.23071314,Stable,No Action
2024,0.17315061,Stable,No Action
2025,0.1603105,Stable,No Action
2026,0.19141182,Stable,No Action
2027,0.54251325,Watch,Loyalty Email
2028,0.17626338,Stable,No Action
2029,0.25202966,Stable,No Action
2030,0.27400213,Stable,No Action
2031,0.78620297,At-Risk,Agent Call + Discount
2032,0.8459664,At-Risk,Agent Call + Discount
2033,0.25515416,Stable,No Action
2034,0.067796715,Stable,No Action
2035,0.08644231,Stable,No Action
2036,0.21589048,Stable,No Action
2037,0.25486866,Stable,No Action
2038,0.2550139,Stable,No Action
2039,0.21361518,Stable,No Action
2040,0.3725181,Stable,No Action
2041,0.17965636,Stable,No Action
2042,0.60958016,Watch,Loyalty Email
2043,0.07861929,Stable,No Action
2044,0.297185,Stable,No Action
2045,0.16794795,Stable,No Action
2046,0.565355,Watch,Loyalty Email
2047,0.3580677,Stable,No Action
2048,0.27828544,Stable,No Action
2049,0.6976977,Watch,Loyalty Email
2050,0.25259545,Stable,No Action
2051,0.31120497,Stable,No Action
2052,0.24925348,Stable,No Action
2053,0.32499766,Stable,No Action
2054,0.29201287,Stable,No Action
2055,0.58865535,Watch,Loyalty Email
2056,0.38079053,Stable,No Action
2057,0.593235,Watch,Loyalty Email
2058,0.29350933,Stable,No Action
2059,0.16420564,Stable,No Action
2060,0.14007945,Stable,No Action
2061,0.18475999,Stable,No Action
2062,0.19292311,Stable,No Action
2063,0.4099646,Watch,Loyalty Email
2064,0.36277026,Stable,No Action
2065,0.39527655,Stable,No Action
2066,0.5605949,Watch,Loyalty Email
2067,0.6013084,Watch,Loyalty Email
2068,0.43747976,Watch,Loyalty Email
2069,0.37858507,Stable,No Action
2070,0.22086811,Stable,No Action
2071,0.36319947,Stable,No Action
2072,0.17272785,Stable,No Action
2073,0.39426962,Stable,No Action
2074,0.112555444,Stable,No Action
2075,0.3647823,Stable,No Action
2076,0.31522334,Stable,No Action
2077,0.65227586,Watch,Loyalty Email
2078,0.3686308,Stable,No Action
2079,0.2840748,Stable,No Action
2080,0.21366884,Stable,No Action
2081,0.32590553,Stable,No Action
2082,0.58935225,Watch,Loyalty Email
2083,0.08196147,Stable,No Action
2084,0.09225614,Stable,No Action
2085,0.07695877,Stable,No Action
2086,0.30573162,Stable,No Action
2087,0.42967936,Watch,Loyalty Email
2088,0.15359414,Stable,No Action
2089,0.083334915,Stable,No Action
2090,0.06059643,Stable,No Action
2091,0.090276584,Stable,No Action
2092,0.17331034,Stable,No Action
2093,0.1310277,Stable,No Action
2094,0.4189063,Watch,Loyalty Email
2095,0.18151523,Stable,No Action
2096,0.27521202,Stable,No Action
2097,0.54307353,Watch,Loyalty Email
2098,0.13554521,Stable,No Action
2099,0.52975047,Watch,Loyalty Email
2100,0.48531243,Watch,Loyalty Email
2101,0.18936767,Stable,No Action
2102,0.32998815,Stable,No Action
2103,0.18214396,Stable,No Action
2104,0.25004163,Stable,No Action
2105,0.16813198,Stable,No Action
2106,0.34984434,Stable,No Action
2107,0.18138465,Stable,No Action
2108,0.25763747,Stable,No Action
2109,0.3202254,Stable,No Action
2110,0.6010039,Watch,Loyalty Email
2111,0.408537,Watch,Loyalty Email
2112,0.08321571,Stable,No Action
2113,0.087246954,Stable,No Action
2114,0.14097829,Stable,No Action
2115,0.34283945,Stable,No Action
2116,0.4108506,Watch,Loyalty Email
2117,0.098818585,Stable,No Action
2118,0.1721217,Stable,No Action
2119,0.57204103,Watch,Loyalty Email
2120,0.34205583,Stable,No Action
2121,0.25791577,Stable,No Action
2122,0.19115734,Stable,No Action
2123,0.65789866,Watch,Loyalty Email
2124,0.1706864,Stable,No Action
2125,0.07675132,Stable,No Action
2126,0.13357644,Stable,No Action
2127,0.19182391,Stable,No Action
2128,0.20174739,Stable,No Action
2129,0.17434648,Stable,No Action
2130,0.21058953,Stable,No Action
2131,0.17556234,Stable,No Action
2132,0.15792531,Stable,No Action
2133,0.30459377,Stable,No Action
2134,0.24097307,Stable,No Action
2135,0.22044969,Stable,No Action
2136,0.31467435,Stable,No Action
2137,0.18777047,Stable,No Action
2138,0.21443842,Stable,No Action
2139,0.11577142,Stable,No Action
2140,0.13938533,Stable,No Action
2141,0.12810741,Stable,No Action
2142,0.08673343,Stable,No Action
2143,0.3866576,Stable,No Action
2144,0.14690574,Stable,No Action
2145,0.1257681,Stable,No Action
2146,0.06645569,Stable,No Action
2147,0.10617298,Stable,No Action
2148,0.12855574,Stable,No Action
2149,0.10252831,Stable,No Action
2150,0.10852125,Stable,No Action
2151,0.13951011,Stable,No Action
2152,0.12424522,Stable,No Action
2153,0.119198434,Stable,No Action
2154,0.14978229,Stable,No Action
2155,0.5798825,Watch,Loyalty Email
2156,0.5528466,Watch,Loyalty Email
2157,0.15081619,Stable,No Action
2158,0.24416162,Stable,No Action
2159,0.32320613,Stable,No Action
2160,0.25073737,Stable,No Action
2161,0.33020037,Stable,No Action
2162,0.275088,Stable,No Action
2163,0.59852415,Watch,Loyalty Email
2164,0.25710574,Stable,No Action
2165,0.26586017,Stable,No Action
2166,0.62650007,Watch,Loyalty Email
2167,0.1271053,Stable,No Action
2168,0.19336475,Stable,No Action
2169,0.27048227,Stable,No Action
2170,0.31577417,Stable,No Action
2171,0.34904283,Stable,No Action
2172,0.34166563,Stable,No Action
2173,0.3111717,Stable,No Action
2174,0.2657847,Stable,No Action
2175,0.29702497,Stable,No Action
2176,0.1310874,Stable,No Action
2177,0.12494623,Stable,No Action
2178,0.3896401,Stable,No Action
2179,0.60343236,Watch,Loyalty Email
2180,0.07057336,Stable,No Action
2181,0.13984123,Stable,No Action
2182,0.0978762,Stable,No Action
2183,0.32507485,Stable,No Action
2184,0.33343253,Stable,No Action
2185,0.07689632,Stable,No Action
2186,0.25528055,Stable,No Action
2187,0.5768216,Watch,Loyalty Email
2188,0.11571334,Stable,No Action
2189,0.6888611,Watch,Loyalty Email
2190,0.39102757,Stable,No Action
2191,0.4412202,Watch,Loyalty Email
2192,0.61232054,Watch,Loyalty Email
2193,0.6767316,Watch,Loyalty Email
2194,0.42192557,Watch,Loyalty Email
2195,0.40207577,Watch,Loyalty Email
2196,0.11035975,Stable,No Action
2197,0.10281994,Stable,No Action
2198,0.543018,Watch,Loyalty Email
2199,0.29355133,Stable,No Action
2200,0.2509553,Stable,No Action
2201,0.24186411,Stable,No Action
2202,0.47753417,Watch,Loyalty Email
2203,0.23006806,Stable,No Action
2204,0.50841486,Watch,Loyalty Email
2205,0.27165717,Stable,No Action
2206,0.1209805,Stable,No Action
2207,0.3408504,Stable,No Action
2208,0.14349413,Stable,No Action
2209,0.3048311,Stable,No Action
2210,0.40020502,Watch,Loyalty Email
2211,0.6279465,Watch,Loyalty Email
2212,0.33953536,Stable,No Action
2213,0.34342226,Stable,No Action
2214,0.20340402,Stable,No Action
2215,0.55651057,Watch,Loyalty Email
2216,0.5407438,Watch,Loyalty Email
2217,0.63183045,Watch,Loyalty Email
2218,0.18987654,Stable,No Action
2219,0.31653774,Stable,No Action
2220,0.14377263,Stable,No Action
2221,0.2162337,Stable,No Action
2222,0.6147436,Watch,Loyalty Email
2223,0.63475263,Watch,Loyalty Email
2224,0.32691717,Stable,No Action
2225,0.26145747,Stable,No Action
2226,0.19567402,Stable,No Action
2227,0.27053887,Stable,No Action
2228,0.27652073,Stable,No Action
2229,0.26033318,Stable,No Action
2230,0.102107346,Stable,No Action
2231,0.2777181,Stable,No Action
2232,0.70923144,At-Risk,Agent Call + Discount
2233,0.17704245,Stable,No Action
2234,0.27739933,Stable,No Action
2235,0.37590104,Stable,No Action
2236,0.16897793,Stable,No Action
2237,0.16274676,Stable,No Action
2238,0.18947747,Stable,No Action
2239,0.19809929,Stable,No Action
2240,0.2735308,Stable,No Action
2241,0.5036075,Watch,Loyalty Email
2242,0.5883796,Watch,Loyalty Email
2243,0.044582095,Stable,No Action
2244,0.55369794,Watch,Loyalty Email
2245,0.55369794,Watch,Loyalty Email
2246,0.5667516,Watch,Loyalty Email
2247,0.15905452,Stable,No Action
2248,0.16988179,Stable,No Action
2249,0.20709369,Stable,No Action
2250,0.71874267,At-Risk,Agent Call + Discount
2251,0.77765715,At-Risk,Agent Call + Discount
2252,0.71179974,At-Risk,Agent Call + Discount
2253,0.36403486,Stable,No Action
2254,0.18374477,Stable,No Action
2255,0.5617431,Watch,Loyalty Email
2256,0.6115789,Watch,Loyalty Email
2257,0.5521938,Watch,Loyalty Email
2258,0.40524897,Watch,Loyalty Email
2259,0.21819648,Stable,No Action
2260,0.2772141,Stable,No Action
2261,0.31227314,Stable,No Action
2262,0.6597201,Watch,Loyalty Email
2263,0.21661739,Stable,No Action
2264,0.20549965,Stable,No Action
2265,0.14024201,Stable,No Action
2266,0.13648097,Stable,No Action
2267,0.10804359,Stable,No Action
2268,0.30439588,Stable,No Action
2269,0.23644763,Stable,No Action
2270,0.39689013,Stable,No Action
2271,0.33667344,Stable,No Action
2272,0.68687314,Watch,Loyalty Email
2273,0.19215345,Stable,No Action
2274,0.1889028,Stable,No Action
2275,0.63309455,Watch,Loyalty Email
2276,0.31989607,Stable,No Action
2277,0.6575879,Watch,Loyalty Email
2278,0.26671052,Stable,No Action
2279,0.55258524,Watch,Loyalty Email
2280,0.3058171,Stable,No Action
2281,0.62276566,Watch,Loyalty Email
2282,0.17240565,Stable,No Action
2283,0.23538306,Stable,No Action
2284,0.20035948,Stable,No Action
2285,0.646129,Watch,Loyalty Email
2286,0.3116878,Stable,No Action
2287,0.24720503,Stable,No Action
2288,0.17535378,Stable,No Action
2289,0.13580157,Stable,No Action
2290,0.22921728,Stable,No Action
2291,0.16365197,Stable,No Action
2292,0.20652156,Stable,No Action
2293,0.14930563,Stable,No Action
2294,0.8235754,At-Risk,Agent Call + Discount
2295,0.19351257,Stable,No Action
2296,0.3468895,Stable,No Action
2297,0.64821666,Watch,Loyalty Email
2298,0.50327134,Watch,Loyalty Email
2299,0.17006047,Stable,No Action
2300,0.15494934,Stable,No Action
2301,0.61786306,Watch,Loyalty Email
2302,0.35415202,Stable,No Action
2303,0.24965698,Stable,No Action
2304,0.6459836,Watch,Loyalty Email
2305,0.31873143,Stable,No Action
2306,0.6516309,Watch,Loyalty Email
2307,0.26654053,Stable,No Action
2308,0.23611301,Stable,No Action
2309,0.24247335,Stable,No Action
2310,0.6228802,Watch,Loyalty Email
2311,0.4817854,Watch,Loyalty Email
2312,0.12554458,Stable,No Action
2313,0.121342935,Stable,No Action
2314,0.57364744,Watch,Loyalty Email
2315,0.16419269,Stable,No Action
2316,0.5023094,Watch,Loyalty Email
2317,0.21635519,Stable,No Action
2318,0.37409636,Stable,No Action
2319,0.29419085,Stable,No Action
2320,0.39027128,Stable,No Action
2321,0.3671613,Stable,No Action
2322,0.24310297,Stable,No Action
2323,0.26037526,Stable,No Action
2324,0.19723392,Stable,No Action
2325,0.28610143,Stable,No Action
2326,0.14028394,Stable,No Action
2327,0.14022382,Stable,No Action
2328,0.5724967,Watch,Loyalty Email
2329,0.3299954,Stable,No Action
2330,0.36511475,Stable,No Action
2331,0.8689371,At-Risk,Agent Call + Discount
2332,0.7733739,At-Risk,Agent Call + Discount
2333,0.31752905,Stable,No Action
2334,0.11852117,Stable,No Action
2335,0.36189365,Stable,No Action
2336,0.17070074,Stable,No Action
2337,0.13423194,Stable,No Action
2338,0.27055198,Stable,No Action
2339,0.27898237,Stable,No Action
2340,0.35182947,Stable,No Action
2341,0.2922747,Stable,No Action
2342,0.37405765,Stable,No Action
2343,0.6379445,Watch,Loyalty Email
2344,0.3372969,Stable,No Action
2345,0.42981002,Watch,Loyalty Email
2346,0.40512034,Watch,Loyalty Email
2347,0.3439225,Stable,No Action
2348,0.3084506,Stable,No Action
2349,0.3955598,Stable,No Action
2350,0.13446467,Stable,No Action
2351,0.65326524,Watch,Loyalty Email
2352,0.5411423,Watch,Loyalty Email
2353,0.5719358,Watch,Loyalty Email
2354,0.27207673,Stable,No Action
2355,0.5649973,Watch,Loyalty Email
2356,0.36477247,Stable,No Action
2357,0.6128222,Watch,Loyalty Email
2358,0.6289591,Watch,Loyalty Email
2359,0.6699867,Watch,Loyalty Email
2360,0.6759087,Watch,Loyalty Email
2361,0.59781146,Watch,Loyalty Email
2362,0.17409515,Stable,No Action
2363,0.5690689,Watch,Loyalty Email
2364,0.3318242,Stable,No Action
2365,0.50547296,Watch,Loyalty Email
2366,0.28122446,Stable,No Action
2367,0.35516074,Stable,No Action
2368,0.20294802,Stable,No Action
2369,0.20385292,Stable,No Action
2370,0.25318736,Stable,No Action
2371,0.3185324,Stable,No Action
2372,0.46666887,Watch,Loyalty Email
2373,0.6137576,Watch,Loyalty Email
2374,0.31009653,Stable,No Action
2375,0.347175,Stable,No Action
2376,0.39339283,Stable,No Action
2377,0.3219727,Stable,No Action
2378,0.18972185,Stable,No Action
2379,0.38132226,Stable,No Action
2380,0.15905763,Stable,No Action
2381,0.6292225,Watch,Loyalty Email
2382,0.20739836,Stable,No Action
2383,0.3884262,Stable,No Action
2384,0.6657631,Watch,Loyalty Email
2385,0.646555,Watch,Loyalty Email
2386,0.5440608,Watch,Loyalty Email
2387,0.4497396,Watch,Loyalty Email
2388,0.14801116,Stable,No Action
2389,0.22816215,Stable,No Action
2390,0.14534692,Stable,No Action
2391,0.22348051,Stable,No Action
2392,0.58021605,Watch,Loyalty Email
2393,0.36465347,Stable,No Action
2394,0.2084174,Stable,No Action
2395,0.315394,Stable,No Action
2396,0.22263199,Stable,No Action
2397,0.17416541,Stable,No Action
2398,0.20815392,Stable,No Action
2399,0.17650492,Stable,No Action
2400,0.23093773,Stable,No Action
2401,0.1536709,Stable,No Action
2402,0.15490808,Stable,No Action
2403,0.1777532,Stable,No Action
2404,0.16363844,Stable,No Action
2405,0.2671698,Stable,No Action
2406,0.21516018,Stable,No Action
2407,0.19230159,Stable,No Action
2408,0.17838578,Stable,No Action
2409,0.25341225,Stable,No Action
2410,0.3839004,Stable,No Action
2411,0.35062963,Stable,No Action
2412,0.19008724,Stable,No Action
2413,0.37185457,Stable,No Action
2414,0.32653135,Stable,No Action
2415,0.31612778,Stable,No Action
2416,0.63452226,Watch,Loyalty Email
2417,0.37907374,Stable,No Action
2418,0.5737504,Watch,Loyalty Email
2419,0.31126747,Stable,No Action
2420,0.35116965,Stable,No Action
2421,0.19493903,Stable,No Action
2422,0.17513017,Stable,No Action
2423,0.20376462,Stable,No Action
2424,0.37824646,Stable,No Action
2425,0.2949434,Stable,No Action
2426,0.2219986,Stable,No Action
2427,0.29598445,Stable,No Action
2428,0.23303315,Stable,No Action
2429,0.30239227,Stable,No Action
2430,0.36429328,Stable,No Action
2431,0.32049373,Stable,No Action
2432,0.34537378,Stable,No Action
2433,0.38143104,Stable,No Action
2434,0.16726023,Stable,No Action
2435,0.20632602,Stable,No Action
2436,0.38318032,Stable,No Action
2437,0.63884187,Watch,Loyalty Email
2438,0.18569009,Stable,No Action
2439,0.19921638,Stable,No Action
2440,0.22810856,Stable,No Action
2441,0.36859035,Stable,No Action
2442,0.49149662,Watch,Loyalty Email
2443,0.26569653,Stable,No Action
2444,0.124011084,Stable,No Action
2445,0.411588,Watch,Loyalty Email
2446,0.35158816,Stable,No Action
2447,0.6639365,Watch,Loyalty Email
2448,0.7132486,At-Risk,Agent Call + Discount
2449,0.27633426,Stable,No Action
2450,0.12254378,Stable,No Action
2451,0.33518612,Stable,No Action
2452,0.5821501,Watch,Loyalty Email
2453,0.21933103,Stable,No Action
2454,0.22489652,Stable,No Action
2455,0.14954393,Stable,No Action
2456,0.5894732,Watch,Loyalty Email
2457,0.5542104,Watch,Loyalty Email
2458,0.5496983,Watch,Loyalty Email
2459,0.31575018,Stable,No Action
2460,0.31391847,Stable,No Action
2461,0.29865444,Stable,No Action
2462,0.2924069,Stable,No Action
2463,0.39293584,Stable,No Action
2464,0.31916276,Stable,No Action
2465,0.2836807,Stable,No Action
2466,0.3333226,Stable,No Action
2467,0.19103046,Stable,No Action
2468,0.5700699,Watch,Loyalty Email
2469,0.5872289,Watch,Loyalty Email
2470,0.12501776,Stable,No Action
2471,0.34538192,Stable,No Action
2472,0.22490548,Stable,No Action
2473,0.20509033,Stable,No Action
2474,0.4872755,Watch,Loyalty Email
2475,0.66589284,Watch,Loyalty Email
2476,0.2970369,Stable,No Action
2477,0.6592226,Watch,Loyalty Email
2478,0.6257977,Watch,Loyalty Email
2479,0.14966841,Stable,No Action
2480,0.21132955,Stable,No Action
2481,0.1555109,Stable,No Action
2482,0.2463272,Stable,No Action
2483,0.63206,Watch,Loyalty Email
2484,0.55688316,Watch,Loyalty Email
2485,0.33443457,Stable,No Action
2486,0.6600988,Watch,Loyalty Email
2487,0.21886297,Stable,No Action
2488,0.68092203,Watch,Loyalty Email
2489,0.8427451,At-Risk,Agent Call + Discount
2490,0.7368815,At-Risk,Agent Call + Discount
2491,0.66418093,Watch,Loyalty Email
2492,0.44346687,Watch,Loyalty Email
2493,0.36088634,Stable,No Action
2494,0.32706267,Stable,No Action
2495,0.73031884,At-Risk,Agent Call + Discount
2496,0.3599213,Stable,No Action
2497,0.41305262,Watch,Loyalty Email
2498,0.26457453,Stable,No Action
2499,0.3133704,Stable,No Action
2500,0.2948552,Stable,No Action
2501,0.29343817,Stable,No Action
2502,0.2616034,Stable,No Action
2503,0.26846048,Stable,No Action
2504,0.28094372,Stable,No Action
2505,0.177057,Stable,No Action
2506,0.6243966,Watch,Loyalty Email
2507,0.22168893,Stable,No Action
2508,0.34597197,Stable,No Action
2509,0.6551464,Watch,Loyalty Email
2510,0.17868416,Stable,No Action
2511,0.24303155,Stable,No Action
2512,0.21756497,Stable,No Action
2513,0.25463367,Stable,No Action
2514,0.1689198,Stable,No Action
2515,0.5615309,Watch,Loyalty Email
2516,0.11970571,Stable,No Action
2517,0.52437294,Watch,Loyalty Email
2518,0.1894077,Stable,No Action
2519,0.19049619,Stable,No Action
2520,0.16536504,Stable,No Action
2521,0.13223115,Stable,No Action
2522,0.15686446,Stable,No Action
2523,0.09872714,Stable,No Action
2524,0.13635969,Stable,No Action
2525,0.54805475,Watch,Loyalty Email
2526,0.18391627,Stable,No Action
2527,0.21673028,Stable,No Action
2528,0.22160001,Stable,No Action
2529,0.48132172,Watch,Loyalty Email
2530,0.24625258,Stable,No Action
2531,0.10901302,Stable,No Action
2532,0.22899407,Stable,No Action
2533,0.67458534,Watch,Loyalty Email
2534,0.086359754,Stable,No Action
2535,0.19556943,Stable,No Action
2536,0.23716553,Stable,No Action
2537,0.3560516,Stable,No Action
2538,0.072998226,Stable,No Action
2539,0.11326937,Stable,No Action
2540,0.18704332,Stable,No Action
2541,0.09749967,Stable,No Action
2542,0.15927742,Stable,No Action
2543,0.21026306,Stable,No Action
2544,0.26053825,Stable,No Action
2545,0.3502392,Stable,No Action
2546,0.17038564,Stable,No Action
2547,0.2674829,Stable,No Action
2548,0.14175108,Stable,No Action
2549,0.32837474,Stable,No Action
2550,0.32763943,Stable,No Action
2551,0.3070465,Stable,No Action
2552,0.23667133,Stable,No Action
2553,0.3918129,Stable,No Action
2554,0.28845853,Stable,No Action
2555,0.3753528,Stable,No Action
2556,0.41003764,Watch,Loyalty Email
2557,0.34344846,Stable,No Action
2558,0.9113337,At-Risk,Agent Call + Discount
2559,0.7492506,At-Risk,Agent Call + Discount
2560,0.80595005,At-Risk,Agent Call + Discount
2561,0.18652223,Stable,No Action
2562,0.20865239,Stable,No Action
2563,0.13976792,Stable,No Action
2564,0.5931196,Watch,Loyalty Email
2565,0.13560334,Stable,No Action
2566,0.37669453,Stable,No Action
2567,0.6253091,Watch,Loyalty Email
2568,0.41734567,Watch,Loyalty Email
2569,0.66216946,Watch,Loyalty Email
2570,0.1094833,Stable,No Action
2571,0.12216151,Stable,No Action
2572,0.26696396,Stable,No Action
2573,0.226606,Stable,No Action
2574,0.54240555,Watch,Loyalty Email
2575,0.12403529,Stable,No Action
2576,0.46084973,Watch,Loyalty Email
2577,0.29626435,Stable,No Action
2578,0.16205041,Stable,No Action
2579,0.24645446,Stable,No Action
2580,0.33946413,Stable,No Action
2581,0.24655344,Stable,No Action
2582,0.31750876,Stable,No Action
2583,0.46659988,Watch,Loyalty Email
2584,0.13024478,Stable,No Action
2585,0.8272004,At-Risk,Agent Call + Discount
2586,0.7619,At-Risk,Agent Call + Discount
2587,0.19712225,Stable,No Action
2588,0.30235806,Stable,No Action
2589,0.22645634,Stable,No Action
2590,0.090473376,Stable,No Action
2591,0.14275894,Stable,No Action
2592,0.19363539,Stable,No Action
2593,0.095360406,Stable,No Action
2594,0.1406119,Stable,No Action
2595,0.16640793,Stable,No Action
2596,0.3741066,Stable,No Action
2597,0.1550785,Stable,No Action
2598,0.6814553,Watch,Loyalty Email
2599,0.6537982,Watch,Loyalty Email
2600,0.46113062,Watch,Loyalty Email
2601,0.39671057,Stable,No Action
2602,0.26373476,Stable,No Action
2603,0.038051166,Stable,No Action
2604,0.6596277,Watch,Loyalty Email
2605,0.49696898,Watch,Loyalty Email
2606,0.25916627,Stable,No Action
2607,0.24099998,Stable,No Action
2608,0.3653594,Stable,No Action
2609,0.39441857,Stable,No Action
2610,0.18586738,Stable,No Action
2611,0.6557116,Watch,Loyalty Email
2612,0.6508594,Watch,Loyalty Email
2613,0.4301628,Watch,Loyalty Email
2614,0.43155378,Watch,Loyalty Email
2615,0.22634071,Stable,No Action
2616,0.30392328,Stable,No Action
2617,0.29802397,Stable,No Action
2618,0.6243966,Watch,Loyalty Email
2619,0.40173945,Watch,Loyalty Email
2620,0.5178293,Watch,Loyalty Email
2621,0.25727257,Stable,No Action
2622,0.68641937,Watch,Loyalty Email
2623,0.44137198,Watch,Loyalty Email
2624,0.18518527,Stable,No Action
2625,0.19991192,Stable,No Action
2626,0.33987394,Stable,No Action
2627,0.13412923,Stable,No Action
2628,0.21196817,Stable,No Action
2629,0.36814675,Stable,No Action
2630,0.33251673,Stable,No Action
2631,0.39257,Stable,No Action
2632,0.39054054,Stable,No Action
2633,0.4121189,Watch,Loyalty Email
2634,0.20583329,Stable,No Action
2635,0.2601907,Stable,No Action
2636,0.22460815,Stable,No Action
2637,0.26631576,Stable,No Action
2638,0.47705275,Watch,Loyalty Email
2639,0.6836454,Watch,Loyalty Email
2640,0.40680584,Watch,Loyalty Email
2641,0.17849307,Stable,No Action
2642,0.15203112,Stable,No Action
2643,0.6459567,Watch,Loyalty Email
2644,0.124405324,Stable,No Action
2645,0.3192495,Stable,No Action
2646,0.28055385,Stable,No Action
2647,0.3380247,Stable,No Action
2648,0.38847163,Stable,No Action
2649,0.54514486,Watch,Loyalty Email
2650,0.27029598,Stable,No Action
2651,0.18557838,Stable,No Action
2652,0.19404082,Stable,No Action
2653,0.37395558,Stable,No Action
2654,0.66153073,Watch,Loyalty Email
2655,0.17600055,Stable,No Action
2656,0.16030657,Stable,No Action
2657,0.23123217,Stable,No Action
2658,0.16271128,Stable,No Action
2659,0.26738378,Stable,No Action
2660,0.23245409,Stable,No Action
2661,0.20615883,Stable,No Action
2662,0.12715083,Stable,No Action
2663,0.39005816,Stable,No Action
2664,0.51165205,Watch,Loyalty Email
2665,0.6814171,Watch,Loyalty Email
2666,0.76782644,At-Risk,Agent Call + Discount
2667,0.61083984,Watch,Loyalty Email
2668,0.613356,Watch,Loyalty Email
2669,0.6290604,Watch,Loyalty Email
2670,0.47084233,Watch,Loyalty Email
2671,0.43789205,Watch,Loyalty Email
2672,0.45399475,Watch,Loyalty Email
2673,0.153607,Stable,No Action
2674,0.13618675,Stable,No Action
2675,0.14068367,Stable,No Action
2676,0.6227458,Watch,Loyalty Email
2677,0.3461491,Stable,No Action
2678,0.15731077,Stable,No Action
2679,0.20752539,Stable,No Action
2680,0.28284377,Stable,No Action
2681,0.59963256,Watch,Loyalty Email
2682,0.30493775,Stable,No Action
2683,0.32745746,Stable,No Action
2684,0.5553402,Watch,Loyalty Email
2685,0.62352246,Watch,Loyalty Email
2686,0.26665118,Stable,No Action
2687,0.63398135,Watch,Loyalty Email
2688,0.21070568,Stable,No Action
2689,0.22303882,Stable,No Action
2690,0.6696257,Watch,Loyalty Email
2691,0.09052332,Stable,No Action
2692,0.07269888,Stable,No Action
2693,0.24564299,Stable,No Action
2694,0.22255419,Stable,No Action
2695,0.22587329,Stable,No Action
2696,0.2930462,Stable,No Action
2697,0.4146485,Watch,Loyalty Email
2698,0.15566508,Stable,No Action
2699,0.16622692,Stable,No Action
2700,0.205683,Stable,No Action
2701,0.22292265,Stable,No Action
2702,0.16913524,Stable,No Action
2703,0.74205863,At-Risk,Agent Call + Discount
2704,0.15973863,Stable,No Action
2705,0.50839776,Watch,Loyalty Email
2706,0.8450645,At-Risk,Agent Call + Discount
2707,0.29103413,Stable,No Action
2708,0.67046154,Watch,Loyalty Email
2709,0.66964704,Watch,Loyalty Email
2710,0.34078318,Stable,No Action
2711,0.26414606,Stable,No Action
2712,0.36590764,Stable,No Action
2713,0.39602885,Stable,No Action
2714,0.28285187,Stable,No Action
2715,0.2568742,Stable,No Action
2716,0.23858422,Stable,No Action
2717,0.4354293,Watch,Loyalty Email
2718,0.6508293,Watch,Loyalty Email
2719,0.14884202,Stable,No Action
2720,0.3710452,Stable,No Action
2721,0.690088,Watch,Loyalty Email
2722,0.6167686,Watch,Loyalty Email
2723,0.51230454,Watch,Loyalty Email
2724,0.3192269,Stable,No Action
2725,0.4633303,Watch,Loyalty Email
2726,0.28969464,Stable,No Action
2727,0.15888369,Stable,No Action
2728,0.32040286,Stable,No Action
2729,0.20269114,Stable,No Action
2730,0.37675145,Stable,No Action
2731,0.33694103,Stable,No Action
2732,0.19652396,Stable,No Action
2733,0.19323221,Stable,No Action
